epoch,combo_loss,train_accuracy,train_loss,val_accuracy,val_loss
0.0,6.2561118602752686,10.193198005698006,3.1919047832489014,16.818910256410255,3.064207077026367
1.0,5.262097358703613,25.427350427350426,2.793940544128418,33.86217948717949,2.4681568145751953
2.0,4.163370609283447,39.53525641025641,2.2016754150390625,43.76602564102564,1.9616951942443848
3.0,3.558350682258606,46.39334045584046,1.83719801902771,48.517628205128204,1.721152663230896
4.0,3.2413291931152344,50.447827635327634,1.660550832748413,52.56410256410256,1.5807783603668213
5.0,3.029553771018982,53.59775641025641,1.5481045246124268,55.68910256410256,1.4814492464065552
6.0,2.867870569229126,56.24109686609687,1.4625214338302612,57.94871794871795,1.4053491353988647
7.0,2.7228033542633057,58.60576923076923,1.3881524801254272,60.76923076923077,1.3346508741378784
8.0,2.59247362613678,60.88942307692308,1.3202406167984009,62.64423076923077,1.272233009338379
9.0,2.477051615715027,62.67895299145299,1.2602719068527222,64.23076923076923,1.2167797088623047
10.0,2.3849822282791138,64.13105413105413,1.2125835418701172,65.05608974358974,1.1723986864089966
11.0,2.304346442222595,65.32941595441595,1.1684573888778687,66.09775641025641,1.1358890533447266
12.0,2.233206033706665,66.30519943019944,1.1342103481292725,66.84294871794872,1.0989956855773926
13.0,2.173386573791504,67.24448005698005,1.1026898622512817,67.75641025641026,1.0706967115402222
14.0,2.120027542114258,68.02706552706553,1.074318528175354,68.38141025641026,1.0457090139389038
15.0,2.0779937505722046,68.64761396011396,1.0525884628295898,69.23878205128206,1.0254052877426147
16.0,2.032766103744507,69.3019943019943,1.0311484336853027,69.88782051282051,1.001617670059204
17.0,1.993719756603241,70.0071225071225,1.0112667083740234,70.57692307692308,0.9824530482292175
18.0,1.9600114822387695,70.52083333333333,0.99436354637146,71.17788461538461,0.9656479358673096
19.0,1.9280028939247131,71.11200142450143,0.9778772592544556,71.69070512820512,0.9501256346702576
20.0,1.9007556438446045,71.48504273504274,0.9623897671699524,72.35576923076923,0.9383658766746521
21.0,1.8659751415252686,71.99341168091168,0.9482038021087646,72.74839743589743,0.9177713394165039
22.0,1.8424353003501892,72.42343304843305,0.9350423812866211,73.0849358974359,0.9073929190635681
23.0,1.8173902034759521,72.82229344729345,0.9212608933448792,73.37339743589743,0.896129310131073
24.0,1.7920575141906738,73.20690883190883,0.910041093826294,73.75,0.8820164203643799
25.0,1.770009160041809,73.54878917378917,0.898874044418335,74.31891025641026,0.8711351156234741
26.0,1.7536473870277405,73.94052706552706,0.8879310488700867,74.47916666666667,0.8657163381576538
27.0,1.7369561791419983,74.15598290598291,0.8779544234275818,74.2548076923077,0.8590017557144165
28.0,1.7200356721878052,74.38746438746439,0.870167076587677,74.20673076923077,0.8498685956001282
29.0,1.6974620819091797,74.67592592592592,0.8595923781394958,74.98397435897436,0.8378697037696838
30.0,1.6819934844970703,74.97863247863248,0.8514395952224731,74.74358974358974,0.8305538892745972
31.0,1.664586365222931,75.23059116809117,0.842831015586853,75.51282051282051,0.8217553496360779
32.0,1.6551589369773865,75.36413817663818,0.8360973596572876,75.42467948717949,0.8190615773200989
33.0,1.63689786195755,75.4923433048433,0.8285574316978455,75.90544871794872,0.8083404302597046
34.0,1.6268901824951172,75.74252136752136,0.8228792548179626,75.92147435897436,0.8040109276771545
35.0,1.614540696144104,76.00338319088318,0.8142838478088379,76.19391025641026,0.8002568483352661
36.0,1.599610447883606,76.1235754985755,0.8078063726425171,76.31410256410257,0.7918040752410889
37.0,1.5884708762168884,76.30074786324786,0.8019968271255493,76.24198717948718,0.7864740490913391
38.0,1.5745644569396973,76.48860398860398,0.795659601688385,76.69871794871794,0.7789048552513123
39.0,1.5655551552772522,76.67111823361823,0.7908797264099121,76.8349358974359,0.7746754288673401
40.0,1.5510743260383606,76.8883547008547,0.7836596965789795,77.5,0.7674146294593811
41.0,1.5401155352592468,77.05751424501425,0.7770350575447083,77.46794871794872,0.7630804777145386
42.0,1.534368634223938,77.24982193732194,0.7729812264442444,77.25160256410257,0.7613874077796936
43.0,1.5214650630950928,77.28899572649573,0.7674776315689087,77.50801282051282,0.7539874315261841
44.0,1.508688747882843,77.46794871794872,0.7616633772850037,77.87660256410257,0.7470253705978394
45.0,1.4978922009468079,77.68874643874643,0.7558332085609436,77.91666666666667,0.7420589923858643
46.0,1.4900726079940796,77.81695156695157,0.7519215941429138,78.09294871794872,0.7381510138511658
47.0,1.4809741377830505,77.90865384615384,0.7463645935058594,78.05288461538461,0.7346095442771912
48.0,1.4763378500938416,78.07959401709402,0.7420935034751892,78.38942307692308,0.7342443466186523
49.0,1.4627322554588318,78.1650641025641,0.7373570203781128,78.22115384615384,0.725375235080719
50.0,1.4592103958129883,78.22204415954415,0.7332150936126709,78.53365384615384,0.7259953022003174
51.0,1.443467140197754,78.34134615384616,0.7291226983070374,78.7900641025641,0.7143444418907166
52.0,1.439501941204071,78.60844017094017,0.7238460779190063,78.78205128205128,0.7156558632850647
53.0,1.4354031085968018,78.52297008547009,0.7219092845916748,78.87820512820512,0.713493824005127
54.0,1.422620415687561,78.75089031339031,0.715370774269104,79.12660256410257,0.707249641418457
55.0,1.4191680550575256,78.84081196581197,0.7138353586196899,78.9423076923077,0.7053326964378357
56.0,1.4137078523635864,78.87998575498575,0.7103491425514221,79.1025641025641,0.7033587098121643
57.0,1.4060787558555603,78.99216524216524,0.7077426314353943,79.375,0.698336124420166
58.0,1.3968172669410706,79.14351851851852,0.7029582858085632,79.43910256410257,0.6938589811325073
59.0,1.3935176730155945,79.07496438746439,0.702224850654602,79.51121794871794,0.6912928223609924
60.0,1.3898481130599976,79.25124643874643,0.6967204213142395,79.75160256410257,0.6931276917457581
61.0,1.383364200592041,79.28685897435898,0.6942026019096375,79.43108974358974,0.6891615986824036
62.0,1.374209463596344,79.4017094017094,0.691055953502655,79.97596153846153,0.683153510093689
63.0,1.3689100742340088,79.55217236467236,0.68747878074646,79.81570512820512,0.6814312934875488
64.0,1.3629939556121826,79.63764245014245,0.6838498711585999,79.9599358974359,0.6791440844535828
65.0,1.3548415303230286,79.5949074074074,0.6811850070953369,79.9599358974359,0.6736565232276917
66.0,1.355478823184967,79.69284188034187,0.678325891494751,79.89583333333333,0.6771529316902161
67.0,1.344282865524292,79.81837606837607,0.6758411526679993,80.0801282051282,0.6684417128562927
68.0,1.3425906896591187,79.97418091168092,0.6728194952011108,80.24038461538461,0.6697711944580078
69.0,1.3386811017990112,79.96794871794872,0.6707011461257935,80.01602564102564,0.6679799556732178
70.0,1.3277851939201355,80.11039886039886,0.6665434837341309,80.32051282051282,0.6612417101860046
71.0,1.3274384140968323,80.14868233618233,0.6654996871948242,80.4326923076923,0.6619387269020081
72.0,1.3292696475982666,80.17717236467236,0.6632521748542786,79.9198717948718,0.666017472743988
73.0,1.3222498297691345,80.13443732193733,0.6631783843040466,80.52083333333333,0.6590714454650879
74.0,1.3129888772964478,80.22970085470085,0.6589786410331726,80.20833333333333,0.6540102362632751
75.0,1.3152996897697449,80.22168803418803,0.6591470837593079,80.41666666666667,0.656152606010437
76.0,1.3114898204803467,80.4656339031339,0.654528796672821,80.42467948717949,0.6569610238075256
77.0,1.3123117685317993,80.30092592592592,0.6560453772544861,80.37660256410257,0.6562663912773132
78.0,1.3000932931900024,80.42289886039886,0.6519942283630371,80.44070512820512,0.6480990648269653
79.0,1.3038919568061829,80.51638176638177,0.6496431827545166,80.59294871794872,0.6542487740516663
80.0,1.2954326272010803,80.56267806267806,0.6494662165641785,80.71314102564102,0.6459664106369019
81.0,1.2950465083122253,80.50124643874643,0.6480841636657715,80.65705128205128,0.6469623446464539
82.0,1.2828915119171143,80.73450854700855,0.642653226852417,80.82532051282051,0.6402382850646973
83.0,1.2855114936828613,80.66061253561253,0.6428332328796387,80.5048076923077,0.6426782608032227
84.0,1.2885330319404602,80.69088319088318,0.6418478488922119,80.5448717948718,0.6466851830482483
85.0,1.278301477432251,80.61698717948718,0.6426865458488464,80.8573717948718,0.6356149315834045
86.0,1.2813862562179565,80.7505341880342,0.6406390070915222,80.55288461538461,0.6407472491264343
87.0,1.276034414768219,80.81374643874643,0.6381112337112427,81.00961538461539,0.6379231810569763
88.0,1.2785892486572266,80.8110754985755,0.6367028951644897,80.71314102564102,0.6418863534927368
89.0,1.2651203274726868,80.82264957264957,0.6360800862312317,81.03365384615384,0.6290402412414551
90.0,1.27300363779068,80.7843660968661,0.635247528553009,80.9775641025641,0.6377561092376709
91.0,1.2558465003967285,81.12624643874643,0.6291661858558655,81.03365384615384,0.626680314540863
92.0,1.2607704401016235,80.9375,0.6312415599822998,80.83333333333333,0.6295288801193237
93.0,1.2704064846038818,80.91435185185185,0.6308833956718445,80.94551282051282,0.6395230889320374
94.0,1.268774688243866,80.91880341880342,0.6313971877098083,80.8974358974359,0.6373775005340576
95.0,1.258104145526886,81.06214387464388,0.6272509694099426,80.55288461538461,0.6308531761169434
96.0,1.251283049583435,81.07549857549857,0.6261897683143616,81.3301282051282,0.6250932812690735
97.0,1.2489833235740662,81.14672364672364,0.6242405772209167,81.3301282051282,0.6247427463531494
98.0,1.2431706190109253,81.25890313390313,0.6225083470344543,81.06570512820512,0.620662271976471
99.0,1.245606005191803,81.24465811965813,0.6212480664253235,81.02564102564102,0.6243579387664795
